date,pnl_mid,pnl_sim,impact_cost,turnover,max_impact
2019-01-02,3292.94194548992,29519.8500422699,-26226.908096779985,465646.3679935618,0.011432851935608395
2019-01-03,-5731.7861873826205,7716.600557737569,-13448.38674512019,593854.6852342566,0.013223245494189002
2019-01-04,3210.9135765414107,-74365.88705990552,77576.80063644695,629129.8931960696,0.013769727443883426
2019-01-07,4402.8454765723545,-68730.4506333568,73133.29610992914,612720.1641742745,0.021069050553127362
2019-01-08,-5364.831552599548,-55594.910815386276,50230.07926278673,594992.8583325511,0.014057879137098798
2019-01-09,220.7671023481092,524.9437748228013,-304.17667247469114,6192.213919239682,0.0058729038885089345
2019-01-10,-1242.5713087015372,-11637.299229688955,10394.72792098742,490642.1246048297,0.025380639748458354
2019-01-11,32.99969815318919,22139.042692370393,-22106.042994217205,479732.5555846952,0.02377063129607609
2019-01-14,6290.058579125177,-88575.92688475756,94865.98546388275,468377.2982456744,0.019496861605783258
2019-01-15,-341.54991989198237,-44055.70137058689,43714.15145069491,461433.84725868364,0.02150669312950411
2019-01-16,1455.430674515354,39513.825869721906,-38058.395195206554,457934.3707625021,0.013537044517363688
2019-01-17,-618.0077332977544,19093.165697284097,-19711.173430581854,451204.14764225925,0.01842284180616716
2019-01-18,2383.8634275803342,-97277.66047177103,99661.52389935138,454033.07810064737,0.015705727525080374
2019-01-22,117.97453013383188,115678.82434863264,-115560.8498184988,453040.65681669675,0.01298887511848079
2019-01-23,5486.1694793042925,-50535.105763618914,56021.275242923206,453543.19952824514,0.015868545675547806
2019-01-24,3473.408072196585,-133539.14074847862,137012.5488206752,457619.2980709027,0.015205925384950348
2019-01-25,67.01510853693284,5082.144313354064,-5015.129204817131,462373.40545126225,0.011862782243422111
2019-01-28,1837.7198132018473,2944.9590175678254,-1107.2392043659784,467396.4020533479,0.015757032909896405
2019-01-29,393.0077827936939,78734.91103215911,-78341.90324936542,469792.8913869131,0.012385080576007597
2019-01-30,683.5466402515646,-26837.38947757258,27520.93611782414,482844.71733499895,0.0156919299107214
2019-01-31,570.7777693438628,-55426.50902572495,55997.286795068816,489045.18921661243,0.015520736990263469
2019-02-01,-531.0475669201611,-7749.034273614591,7217.986706694428,479747.1494486223,0.016147515869301875
2019-02-04,-1778.4804706891437,16079.821057686515,-17858.301528375658,463752.703668083,0.016353615304469517
2019-02-05,1223.2974023177808,29506.468082877098,-28283.17068055932,462799.7594567988,0.016115221062680988
2019-02-06,1636.2627107114627,-69539.44165017942,71175.70436089087,459613.61723597784,0.01229506840622797
2019-02-07,-391.6151441550959,55635.70604387181,-56027.3211880269,490271.2928848824,0.012285751111678664
2019-02-08,-1730.6284026437452,15974.321899626144,-17704.950302269885,483648.1046092677,0.008710543668358136
2019-02-11,1244.6824849219165,-28007.5252861215,29252.207771043424,481674.71230493597,0.011078264542749697
2019-02-12,743.8985181316863,16658.232745832836,-15914.334227701152,482813.6400489028,0.008491028996978536
2019-02-13,-341.9139217438623,6391.470807358432,-6733.384729102295,482432.38520363404,0.007476782644235109
2019-02-14,2871.3523285344754,17715.269237324683,-14843.916908790212,481735.6766342728,0.015735344739595446
2019-02-15,-4.2601916181275925,18590.587056113713,-18594.847247731843,485858.50416717556,0.009734230671715758
2019-02-19,1467.544948223228,-20081.966882332454,21549.51183055568,479743.3579683793,0.0102065935017148
2019-02-20,101.41052159860877,-82974.04775504596,83075.45827664458,479391.11911852815,0.010642243432458225
2019-02-21,1451.5575322112516,7926.302875401398,-6474.745343190147,475588.0818113105,0.009184940865602951
2019-02-22,-33.05754429482566,-4424.998215363932,4391.9406710691055,464899.32119121926,0.011301032570784228
2019-02-25,275.82483582471906,-20746.474967613103,21022.29980343782,456547.0422074043,0.00855442106495415
2019-02-26,1690.4387945186747,6487.115777407989,-4796.676982889315,447233.85144436226,0.00782384414838793
2019-02-27,1577.2270660128204,-33263.88607971769,34841.11314573051,440528.9997816577,0.011685698030510514
2019-02-28,44.42575124734125,-7742.122537571598,7786.548288818938,415434.6480153107,0.00757133569636887
2019-03-01,954.9410076521668,17987.100668032508,-17032.15966038034,405337.4010656028,0.007692240823693647
2019-03-04,1877.848696661531,-32038.96725607927,33916.815952740806,405041.23756214214,0.009169958619484391
2019-03-05,-419.76427565950496,-9682.202919608095,9262.438643948592,396342.17524415854,0.007325323602590746
2019-03-06,575.3483689058222,-2306.700463053116,2882.0488319589376,391440.4978677091,0.008927035073888307
2019-03-07,2022.6175052229748,-50422.81705091628,52445.434556139255,388914.19493791723,0.00872992122551894
2019-03-08,1019.8295642700645,-9893.180414171173,10913.009978441238,363048.4353191734,0.00842331025506638
2019-03-11,349.8554065926517,3358.599499715294,-3008.7440931226424,376544.756541447,0.007461677547183884
2019-03-12,760.2034298847467,-7964.8681915963825,8725.07162148113,377426.35904750717,0.007490114593062945
2019-03-13,9.728389371007609,24648.666950682284,-24638.938561311275,374769.45142291597,0.00920704549732482
2019-03-14,-604.4879545506994,127.32381786315284,-731.8117724138522,373669.820767327,0.008307920253788181
2019-03-15,-1502.4014398228514,11485.835822444562,-12988.237262267412,374244.94283775345,0.008295173339156258
