stock,date,net_pnl,gross_pnl,impact_cost,turnover,gross_notional,predicted_alpha,realised_alpha
AAL,2019-01-02,-1016.1371072386873,48.58176619217358,1064.7188734308609,16410.234385429136,529559.5787857232,3269.028727793867,48.581766192168594
AAL,2019-01-03,1120.786197810059,213.8393071876755,-906.9468906223835,33653.554505876,1008072.0647873217,6837.062377022828,213.83930718765953
AAL,2019-01-04,785.7710107879145,-274.8823761195064,-1060.653386907421,32669.997287207523,1034955.1779961884,6742.144665336258,-274.8823761194682
AAL,2019-01-07,234.48157879040178,139.13623548127592,-95.34534330912587,31411.18294314322,1033949.8787592356,6348.483272201738,139.13623548127558
AAL,2019-01-08,117.42997584282182,192.44771704037055,75.01774119754873,29621.077886283674,967473.313011955,6077.866162225311,192.44771704041315
AAL,2019-01-09,24.643041596839733,6.970159870355262,-17.67288172648447,306.4520724256617,9984.377947709329,66.94872081910209,6.9701598703555545
AAL,2019-01-10,-98.79695567557587,-407.61434500936645,-308.8173893337906,29124.88120257934,909726.3449673328,5928.665012885026,-407.6143450093473
AAL,2019-01-11,139.68517762949023,23.72798922424303,-115.9571884052472,28347.8378310924,896796.5523142421,5870.764823933292,23.727989224239018
AAL,2019-01-14,2796.498651262999,80.41513097325704,-2716.083520289742,27550.214556084164,871235.4308163017,5560.314729376614,80.41513097329559
AAL,2019-01-15,-182.62030075148795,-69.06811129348668,113.55218945800127,26988.593331261596,866511.2934556948,5681.548452347492,-69.0681112934721
AAL,2019-01-16,3058.870023458938,-104.19970455083053,-3163.0697280097684,27174.95372992967,902608.2354810054,5415.259959365177,-104.1997045508199
AAL,2019-01-17,255.70451703013953,110.65148719517491,-145.0530298349646,26312.20904662587,875851.9911782679,5348.652551195176,110.65148719520032
AAL,2019-01-18,278.3385882655341,40.52523289278595,-237.81335537274816,26015.383850959533,879866.4404078657,5414.803976434121,40.5252328927821
AAL,2019-01-22,2806.195347641954,62.44823082980932,-2743.7471168121447,25947.09759388523,859673.7128711918,5441.075677653547,62.44823082980948
AAL,2019-01-23,863.0589684131469,-193.28868554767746,-1056.3476539608243,27148.84681191791,875127.9070919056,5596.834059107373,-193.2886855476863
AAL,2019-01-24,-520.9547591105368,109.17342237212243,630.1281814826592,27572.413538012468,918324.6974805326,5587.247470265357,109.17342237214282
AAL,2019-01-25,-500.8115245029301,56.86391578915904,557.6754402920892,28348.499986922398,994166.4256242694,5863.245015908038,56.863915789170775
AAL,2019-01-28,-412.9230100378928,-98.45656843787573,314.4664416000171,28956.018962219,1047100.2392667197,6028.536405263494,-98.45656843787691
AAL,2019-01-29,-811.3243200376775,62.53140950183143,873.855729539509,28918.177860544336,1056045.8194821961,5919.345827225248,62.53140950183524
AAL,2019-01-30,-85.86881584507086,53.49436817354571,139.36318401861655,28724.15503765212,1046134.6711576646,5838.121525024422,53.49436817351331
AAL,2019-01-31,-297.7154641507477,-63.31706895885668,234.39839519189104,29470.94634854212,1063302.2480631527,5845.938294529848,-63.317068958868774
AAL,2019-02-01,547.5618291664105,3.6974410312254378,-543.864388135185,28023.427315688954,1016967.5036907035,5778.603981298918,3.697441031260041
AAL,2019-02-04,-491.6429403897605,15.061019054799159,506.70395944455964,27366.85404296999,1002723.6362180655,5475.546429850416,15.061019054808677
AAL,2019-02-05,-405.41204216773343,81.4880496131335,486.90009178086694,27206.469486619695,1005118.968920792,5462.366152480246,81.48804961315406
AAL,2019-02-06,-1510.3536355722526,33.50986173916198,1543.8634973114147,27042.773613895217,995520.2568321917,5486.346132167226,33.50986173914521
AAL,2019-02-07,-326.49105453765713,65.09557474577656,391.5866292834337,28663.02984423993,1041007.5364954637,5878.327337975619,65.0955747457927
AAL,2019-02-08,-1491.6471877350825,53.85385943246633,1545.501047167549,26865.693329152364,962201.112098664,5414.729085521743,53.85385943252113
AAL,2019-02-11,457.5869544009844,-31.71459696249468,-489.30155136347906,26827.765918777324,977617.2908948171,5463.098984633105,-31.714596962530486
AAL,2019-02-12,1393.8690032740433,-83.592974354191,-1477.4619776282343,27602.572537420754,1012068.4456362108,5606.298471982223,-83.59297435418848
AAL,2019-02-13,108.72240233906416,9.86304070317314,-98.85936163589102,27499.218721799836,994227.9227635466,5483.024576441603,9.863040703127218
AAL,2019-02-14,-1404.7134895153963,2.5927388519883934,1407.3062283673846,26926.549079435128,974041.8519045541,5480.516131743712,2.59273885201603
AAL,2019-02-15,-2188.861121770341,325.75693726256566,2514.618059032907,28355.30436242905,1011215.4527279721,5680.683560019739,325.7569372625665
AAL,2019-02-19,-854.0169520369087,99.17380186904354,953.1907539059523,28634.274388519254,1021246.5774017518,5708.907589685442,99.1738018690516
AAL,2019-02-20,412.95018903845715,19.020565297783186,-393.92962374067395,28557.905107238217,1000682.9751759626,5702.8631109341495,19.020565297776624
AAL,2019-02-21,255.83339512418848,-83.47190338819101,-339.3052985123795,27753.152211403845,972719.465109342,5514.931606249267,-83.47190338814566
AAL,2019-02-22,-453.3005728471551,19.085782207007654,472.3863550541627,27108.04863345922,959572.8812090966,5558.780642153821,19.085782207005693
AAL,2019-02-25,-259.17417485871596,91.3030378788013,350.4772127375173,26068.12083870406,938138.7519726487,5178.906917514618,91.3030378787964
AAL,2019-02-26,-732.9499761580382,57.284823398187555,790.2347995562258,24940.157655422936,908686.6015007343,4970.792529667009,57.28482339820222
AAL,2019-02-27,-957.7927138141084,-25.15936608743559,932.6333477266728,25149.778114325418,896676.954840113,5112.103018152967,-25.15936608739438
AAL,2019-02-28,415.4831479715528,8.731942358174628,-406.75120561337815,24514.643116580715,871170.5856251112,4756.044921337067,8.731942358171978
AAL,2019-03-01,-308.85113897005215,36.77249302453899,345.62363199459116,24592.750331836447,854896.6716580649,4864.964059987931,36.77249302451558
AAL,2019-03-04,-15.903375838439558,201.39314854447662,217.29652438291617,24461.819770153463,832238.1190521964,4931.51477487585,201.39314854450745
AAL,2019-03-05,-150.6597327540822,10.040016007854256,160.69974876193646,24776.643711289078,827621.331158142,5021.556857433258,10.040016007857924
AAL,2019-03-06,-337.0926000816879,128.52129212171496,465.6138922034029,24781.48958540217,815228.6122230084,4982.707121348922,128.5212921217112
AAL,2019-03-07,235.78061360475388,-13.505266227215202,-249.28587983196908,25149.917390906,806898.4496571391,5026.817554565064,-13.50526622723283
AAL,2019-03-08,7.121280026910142,7.5497447191706115,0.42846469226046935,23691.874155576,755760.7292340584,4623.021480307507,7.549744719128881
AAL,2019-03-11,-195.7809847668372,77.15984801642422,272.94083278326144,24645.790468441046,789845.3700345809,4884.79635841199,77.15984801642499
AAL,2019-03-12,42.86844194126499,82.64524799858214,39.776806057317145,25240.387615516724,791638.781310111,5045.659677648622,82.64524799857581
AAL,2019-03-13,-509.7088250427538,3.014842270402525,512.7236673131563,25141.151517164995,793824.1824418106,4960.719573392475,3.0148422704135385
AAL,2019-03-14,443.86352848311424,-24.079941240397876,-467.9434697235121,24913.1188826736,798033.7458413994,5015.776453643045,-24.079941240405134
AAL,2019-03-15,87.5183180522209,-34.46707468994472,-121.98539274216563,25021.244381471533,796914.680929953,4996.883412190828,-34.467074689920054
AAL,2019-03-18,405.40890356640716,54.75706247993986,-350.6518410864673,23548.457190425303,736471.2356688092,4851.871098614596,54.7570624799333
AAL,2019-03-19,79.92802036332546,-67.05691098557847,-146.98493134890393,23493.45752191621,748618.142122908,4700.6259030954625,-67.05691098559394
AAL,2019-03-20,-673.1003989469039,69.59671849897244,742.6971174458763,23108.557244583444,717886.4566439558,4611.9044121641255,69.59671849898521
AAL,2019-03-21,-13.521926772624525,-12.944621214422455,0.5773055582020703,22819.202375024615,714151.3602335975,4486.61338109315,-12.944621214411132
AAL,2019-03-22,-1448.4423456323548,99.7150386140152,1548.15738424637,23090.18137850574,712961.794740381,4642.50423798103,99.71503861402732
AAL,2019-03-25,-57.02552648549495,93.83141411591636,150.8569406014113,22959.036841684727,698084.6417964686,4490.184965531549,93.83141411591181
AAL,2019-03-26,-363.5030963382538,33.48775514330513,396.99085148155893,22441.336756581128,679261.7565594751,4380.075335054011,33.487755143296454
AAL,2019-03-27,655.268256678647,-22.043182908694803,-677.3114395873419,22628.464302384084,699073.0908281647,4532.940978108263,-22.043182908695705
AAL,2019-03-28,19.200422879248265,-102.98650731174732,-122.18693019099558,22524.65003437946,694735.5186826411,4562.279584666287,-102.98650731176711
AAL,2019-03-29,-383.61390467522153,16.111595017303937,399.7254996925255,22521.41787831006,707976.5585739273,4662.206874371058,16.111595017315302
AAL,2019-04-01,-451.0216051770229,48.10572467638197,499.12732985340483,22580.659254332342,731475.9038975155,4485.2369653820915,48.10572467636523
AAL,2019-04-02,306.8390500690365,-53.99345382727326,-360.83250389630973,22740.059410813534,751900.4103197667,4645.399033045134,-53.99345382727346
AAL,2019-04-03,650.2245847905293,-5.130805940944768,-655.3553907314741,23047.454430832244,776710.1455686893,4583.9985155359445,-5.130805940934536
AAL,2019-04-04,447.37698307785536,-70.61456764928423,-517.9915507271396,22713.127190759114,770167.2460222051,4545.881629898788,-70.61456764922211
AAL,2019-04-05,-292.3333700728848,19.999912915046153,312.33328298793094,22888.834551371838,782044.0992308221,4595.327095652779,19.999912915070187
AAL,2019-04-08,43.16178769373738,-5.331801720116935,-48.493589413854316,23059.71428131753,775757.9094111092,4567.8584872458805,-5.331801720081913
AAL,2019-04-09,-269.4688564536519,7.075515012024837,276.5443714656767,22703.63995685836,753061.372606606,4474.8324973852705,7.0755150120394426
AAL,2019-04-10,-268.97346672376045,-50.95289966319373,218.02056706056672,22466.7740402094,758109.9738744418,4432.304312735127,-50.95289966318616
AAL,2019-04-11,654.120480778892,-35.70072433319564,-689.8212051120877,22640.12574665583,787068.945521717,4555.797888668234,-35.700724333195254
AAL,2019-04-12,106.32851929836752,-9.36507959370857,-115.6935988920761,22353.29407212393,777272.7056672167,4422.010085615668,-9.365079593723454
AAL,2019-04-15,214.7307765279344,34.389243235795334,-180.34153329213908,22519.27631873484,769462.0992674244,4514.430653465903,34.3892432358099
AAL,2019-04-16,-582.3054091851013,95.78261769184157,678.0880268769429,22036.254031684533,745444.518882975,4297.90769609219,95.78261769182805
AAL,2019-04-17,-1128.5536654612697,89.2933322011038,1217.8469976623735,21668.975357198484,746275.3643306113,4314.187727327262,89.2933322010895
AAL,2019-04-18,-474.4321346499355,35.679329186655465,510.111463836591,21298.758202061166,729297.6028914166,4264.106030164596,35.67932918666403
AAL,2019-04-22,3.2959558316892696,59.98642483908584,56.69046900739657,20508.788186157675,691810.8223535693,4053.325728819528,59.98642483908836
AAL,2019-04-23,990.5930547748324,-62.264295864106316,-1052.8573506389387,20405.45343348291,690862.6643505835,4057.954644664911,-62.26429586412331
AAL,2019-04-24,436.3897978181034,-4.212990165562328,-440.6027879836657,19791.845581076777,677396.7417748608,3975.6605441668676,-4.212990165560221
AAL,2019-04-25,188.62267866028884,-57.25257443061614,-245.87525309090498,20168.69492411633,682452.4454852603,4056.914971449991,-57.25257443062557
AAL,2019-04-26,261.27586175452467,-72.50301929405231,-333.778881048577,20001.497329795384,665795.3246003201,4136.969253587,-72.50301929404102
AAL,2019-04-29,661.4551573303348,-75.55682541997254,-737.0119827503074,20070.223090749063,676619.3039196166,3974.9337759423206,-75.55682541997871
AAL,2019-04-30,-6.494960012101586,-75.6252447617273,-69.13028474962572,19421.248662385206,658865.3003209152,3871.510620059357,-75.62524476173158
AAL,2019-05-01,48.738374608498304,39.870745844003956,-8.867628764494349,18811.580792944624,645083.4524878627,3805.6321409432107,39.87074584401516
AAL,2019-05-02,215.98377379233796,-14.571356047850447,-230.5551298401884,18229.643667671964,624238.5811462338,3610.7210430592295,-14.571356047852026
AAL,2019-05-03,133.29274951974958,-39.07455675888281,-172.36730627863238,18006.537437969757,624545.610703398,3514.491622538333,-39.07455675887968
AAL,2019-05-06,366.83918737703726,13.980395491236296,-352.85879188580094,18079.46372643764,624481.6780068254,3524.3164715042312,13.980395491235292
AAL,2019-05-07,-543.0313066338964,-4.4119065898266925,538.6194000440697,18102.81714080546,611112.0080032999,3618.457950684182,-4.411906589832782
AAL,2019-05-08,-125.2794041124628,-28.260358734550753,97.01904537791205,17556.337971764762,598861.8117486703,3471.329410607328,-28.260358734552653
AAL,2019-05-09,-309.9961952166526,-69.25204029443483,240.74415492221777,17116.38903540397,574539.4700587639,3326.4018150712313,-69.25204029443982
AAL,2019-05-10,-1051.8746954544313,111.2461763736074,1163.1208718280386,16547.273885969233,554954.4819916039,3254.0151566340255,111.24617637361173
AAL,2019-05-13,93.16398068111576,44.67024097878743,-48.49373970232833,17101.515404958674,552878.7745321363,3419.774055293572,44.67024097878856
AAL,2019-05-14,51.90044994491308,-17.837428256544058,-69.73787820145714,16915.08798318926,548266.8884409186,3330.0945563740715,-17.837428256541315
AAL,2019-05-15,-247.0676847966781,118.97049177526814,366.0381765719462,17031.484989120778,547430.3671530727,3220.071328193411,118.97049177526694
AAL,2019-05-16,60.08043258520304,38.52128748997841,-21.55914509522463,17336.236410495047,563483.2960712331,3515.9512946880895,38.52128748997842
AAL,2019-05-17,397.0177581155532,-6.275839028399247,-403.2935971439524,17436.004342569904,558312.4590383642,3504.292713771705,-6.27583902841763
AAL,2019-05-20,-457.9284398238427,170.15080243979273,628.0792422636355,18132.866088232084,559790.5944161583,3644.5940394651575,170.15080243978153
AAL,2019-05-21,-630.9760174428221,18.666910316242,649.6429277590642,18263.56888173564,574332.1617161152,3582.5722936702214,18.66691031625902
AAL,2019-05-22,-639.7841386110283,43.539136776274276,683.3232753873026,19399.46100591287,585353.2798245265,3883.060410959798,43.53913677626932
AAL,2019-05-23,357.31099404395604,24.592149553742523,-332.71884449021354,19662.432840105932,582209.8265070394,3908.256997972248,24.592149553713597
AAL,2019-05-24,289.79084532246867,14.443271040133215,-275.3475742823355,19398.822585999187,568287.1899977429,3844.8560172096463,14.443271040147717
AAL,2019-05-28,-509.92802706130215,7.114666317089558,517.0426933783917,19893.800742665182,572268.6983639919,3955.3662472927126,7.114666317079468
AAL,2019-05-29,149.84660468497043,-87.50576439202888,-237.3523690769993,19999.7808001352,564217.3871658761,3944.3741046531763,-87.50576439201618
AAL,2019-05-30,-0.35350970320612873,49.23755387479232,49.59106357799845,19881.3777182963,560974.3028761502,3853.2460713988494,49.237553874790464
AAL,2019-05-31,650.1458993735652,-50.48596658625216,-700.6318659598173,20283.05545261268,559706.2090270967,3998.231165786094,-50.48596658626431
AAL,2019-06-03,591.2422139050065,-103.75019774571183,-694.9924116507183,20503.699011619465,558883.6882295924,4017.1533211927017,-103.75019774569694
AAL,2019-06-04,-1222.1968365544226,187.25629718659468,1409.4531337410172,21081.799746511537,602375.0841999389,4175.205460996047,187.25629718656995
AAL,2019-06-05,-921.0387349399431,140.5450449276011,1061.5837798675443,21444.42289544639,646342.8467228891,4398.7889120324335,140.54504492759168
AAL,2019-06-06,-147.45401655201363,47.184131723966296,194.63814827597992,21481.8371921835,649377.9882509417,4249.368717837353,47.184131723982176
AAL,2019-06-07,-258.5714333706499,-2.4053085600483115,256.1661248106016,21422.883782485576,660890.6180911113,4256.413444785986,-2.405308560066427
AAL,2019-06-10,90.61909351276083,-91.83836559524596,-182.4574591080068,21825.883045513387,681584.0700747094,4372.462399094904,-91.83836559524687
AAL,2019-06-11,357.4969246802028,39.057753246232814,-318.43917143397,21416.903907786807,658786.8173571278,4343.366797092821,39.057753246212314
AAL,2019-06-12,878.439863935616,-63.51161604905151,-941.9514799846676,21459.011075846487,663362.0984774037,4183.874532481298,-63.511616049013426
AAL,2019-06-13,-495.19220750146553,143.88387805449096,639.0760855559565,22580.54734897164,741849.7390344426,4513.715377075956,143.88387805448076
AAL,2019-06-14,-164.62706925800367,-4.679815979501729,159.94725327850193,23062.82603104093,753060.6458804221,4494.497451900686,-4.679815979495113
AAL,2019-06-17,-286.43486800461847,84.21317285132224,370.64804085594074,22849.201319401236,747189.6610273984,4532.222096182142,84.21317285131553
AAL,2019-06-18,-159.53865631329006,25.469838012732225,185.0084943260223,22392.646714067636,734103.5152869143,4522.843451948806,25.469838012721965
AAL,2019-06-19,6.46287831412311,0.08918572251288026,-6.373692591610229,22419.012058161396,738428.1575191554,4493.096079346251,0.0891857225156798
AAL,2019-06-20,-78.06162488165063,-37.35877620756885,40.70284867408178,21917.027379075203,710217.6166941557,4443.333880302041,-37.35877620756477
AAL,2019-06-21,-152.76341310623556,31.75586815941469,184.51928126565025,21912.463110508987,702747.4383444332,4380.957310324615,31.7558681594133
AAL,2019-06-24,-429.8695268411103,32.244684710256045,462.11421155136634,21528.052381537396,683282.6092334044,4346.723917857446,32.24468471026
AAL,2019-06-25,-272.56258640534054,51.95670256969882,324.51928897503933,20991.776197270217,664593.8272107741,4113.11932376965,51.956702569714494
AAL,2019-06-26,-428.3982089678674,78.48491057313944,506.88311954100686,20572.94626990165,646076.4219000658,4102.225947535588,78.48491057311874
AAL,2019-06-27,-322.2030686892591,-1.618678422066795,320.5843902671923,20492.95275869307,658984.5408995524,4016.3184772820728,-1.6186784220808939
AAL,2019-06-28,-59.949659815817455,0.9776960692132182,60.92735588503067,19877.82817624926,645801.3759963368,3838.1580605713016,0.9776960692204799
AAL,2019-07-01,2.50945864630458,-6.584960307587004,-9.094418953891584,19983.43123887667,655978.3104317273,3916.988709023446,-6.584960307566529
AAL,2019-07-02,538.3832656750886,-6.751462201710874,-545.1347278767995,19019.46729240711,616505.5345576247,3832.5418083563545,-6.751462201720365
AAL,2019-07-03,-1.608841104003119,9.960673885354844,11.569514989357963,9517.135126689274,310840.7966615985,1904.2161268116488,9.960673885351188
AAL,2019-07-05,-325.2595287644006,62.43412604686408,387.6936548112647,17642.428433762845,571952.3020838192,3486.0837462303116,62.434126046870745
AAL,2019-07-08,789.2068549792172,-12.779888678883005,-801.9867436581002,17798.62313850374,580662.1118024276,3534.681992844069,-12.779888678898537
AAL,2019-07-09,57.31352617153149,-0.8566742206889577,-58.17020039222045,17605.044817689384,566755.6772017515,3491.1442007902597,-0.8566742206932494
AAL,2019-07-10,90.77399206272132,18.7315024333711,-72.04248962935021,18287.92102785789,603479.8929915602,3745.9452311008235,18.731502433371535
AAL,2019-07-11,-81.54114206884859,15.275252882309136,96.81639495115772,18214.056902784403,602894.4061097627,3684.563759614959,15.275252882312612
AAL,2019-07-12,-249.80894264096472,68.53726128308081,318.34620392404554,16946.08663765619,567507.4037280581,3418.5907449926412,68.53726128308261
AAL,2019-07-15,-457.46663591913057,0.8486342702651455,458.31527018939573,16280.6463341424,547898.264056281,3222.6050453283533,0.8486342702678891
AAL,2019-07-16,-438.7399115873228,22.43835480907928,461.1782663964021,16852.76438249555,578676.1359276106,3258.338922464821,22.438354809069644
AAL,2019-07-17,-131.758546194585,84.04659991469498,215.80514610927997,17131.833300634567,575814.737381031,3379.2902030696123,84.04659991469293
AAL,2019-07-18,86.22953374544534,-32.659241268093645,-118.88877501353898,16497.125483053387,555113.001642372,3316.8515162302947,-32.659241268074396
AAL,2019-07-19,125.08292418043055,-3.9324555948045106,-129.01537977523506,15959.055926443249,535300.5150075201,3158.4366075121256,-3.9324555948124393
AAL,2019-07-22,-145.51480102342953,-1.7375528522062917,143.77724817122325,15129.591837906013,500185.59541507694,2984.668647769743,-1.7375528522050558
AAL,2019-07-23,-150.55890400769414,71.60418793231071,222.16309194000485,15424.673103158499,515039.3127810612,3126.003484510635,71.60418793229391
AAL,2019-07-24,-41.93928151061309,-87.28653532700076,-45.34725381638767,16181.898993857103,557127.7122874045,3199.746772112784,-87.28653532700824
AAL,2019-07-25,-766.183414163898,199.32780874522592,965.511222909124,17458.918516454825,573940.3779234311,3492.6216234603194,199.32780874523394
AAL,2019-07-26,202.11020530051968,-13.402952458527118,-215.5131577590468,18156.691562674074,576152.486244627,3567.6692724209674,-13.402952458509915
AAL,2019-07-29,-307.65913452934126,27.26265004859121,334.9217845779325,18517.96587437996,570950.6802910103,3651.73748522801,27.262650048583854
AAL,2019-07-30,152.89330510212233,-47.632853334693706,-200.52615843681605,18669.089759499577,571917.0278429766,3642.390612938694,-47.63285333469989
AAL,2019-07-31,238.18353105164897,2.5575790336054816,-235.62595201804348,19143.92245448941,589907.3175660993,3829.107187828901,2.557579033605995
AAL,2019-08-01,-720.6539198626624,16.10608071941862,736.760000582081,20024.67037702109,603062.3168998151,4012.316684762859,16.106080719423005
AAL,2019-08-02,-399.33499853315936,24.20569949264523,423.5406980258046,21006.889287861253,616421.5231131013,4222.253606829872,24.20569949266923
AAL,2019-08-05,48.17334105260727,-38.950062578262866,-87.12340363087014,21285.541324911825,602730.031483094,4204.172455126676,-38.95006257825966
AAL,2019-08-06,-79.3785294793567,6.353694822589567,85.73222430194627,21572.40742445697,610006.9610306759,4315.332960960472,6.353694822587276
AAL,2019-08-07,-9.500731280271964,-79.71925492970107,-70.2185236494291,21138.322865644805,599581.3585096272,4198.535869447995,-79.71925492967988
AAL,2019-08-08,96.63378292790192,7.703576074239946,-88.93020685366197,20904.488191929984,609291.1679169394,4183.595810959794,7.7035760742297175
AAL,2019-08-09,-71.7631902891313,-60.33017176882935,11.43301852030195,20931.131089420487,602844.6038755153,4154.081699966754,-60.330171768812974
AAL,2019-08-12,-163.28593896625244,14.890014068535542,178.175953034788,21249.645299131524,593793.6581115252,4152.899513705522,14.89001406854814
AAL,2019-08-13,-545.1471865319703,54.717463155836924,599.8646496878073,21489.207271958832,598051.1885721041,4278.7887906722335,54.71746315583553
AAL,2019-08-14,1117.6760618590195,37.65016791853456,-1080.0258939404848,22167.062526497604,587310.0388306001,4417.902148034033,37.65016791855533
AAL,2019-08-15,267.5503673148788,-81.7725658463213,-349.3229331612001,23403.26406985083,596758.7944250713,4716.405451177953,-81.7725658462984
AAL,2019-08-16,-351.9832805445359,37.8695745357957,389.8528550803316,23827.86896892812,615300.2336590781,4689.428772705385,37.86957453579457
AAL,2019-08-19,-59.57638347807102,8.763110688694475,68.33949416676549,24893.256946844143,656588.7734975095,5075.903108114897,8.763110688686332
AAL,2019-08-20,-639.1635642812429,71.27303535615346,710.4365996373963,25396.066999267685,653470.9371707963,5090.369493342043,71.27303535617311
AAL,2019-08-21,72.8702026518776,19.772951653711267,-53.09725099816634,24946.510973719738,659100.4289132596,4927.093385085654,19.772951653697547
AAL,2019-08-22,147.58511778605236,-53.399931085594474,-200.98504887164682,23786.706422996926,632912.3645600625,4767.425063548154,-53.39993108560324
AAL,2019-08-23,102.22592071641958,30.525847956753168,-71.70007275966641,24135.6426701406,621621.7002267204,4785.335005594803,30.525847956763595
AAL,2019-08-26,-150.65349030755084,32.284415083839036,182.93790539138988,24202.710028253718,612556.5263025261,4769.123296767769,32.28441508384894
AAL,2019-08-27,-36.03307442152534,-93.90832651605659,-57.87525209453125,24441.710743798383,602672.7710893595,4798.942256575381,-93.90832651606344
AAL,2019-08-28,-316.33124214502396,-85.21045712840501,231.12078501661895,24535.13096868807,617674.2210189875,5035.537196478643,-85.210457128384
AAL,2019-08-29,-469.93625084574353,134.54835826427887,604.4846091100223,24616.505920619267,649173.9639866985,4856.111203689741,134.54835826426404
AAL,2019-08-30,344.2702321892607,-48.507990793844506,-392.7782229831052,24099.58975250724,637727.9561528914,4744.500171386322,-48.50799079383984
