stock,date,pnl_mid,pnl_sim,impact_cost,turnover,abs_position_mean,abs_position_max,max_impact_dislocation,n_bins
AAL,2019-01-02,28.831200088668037,-27.25253082184487,56.08373091051291,14932.619361763605,53.36733107452854,217.94392884115777,0.0005099631945523555,2339
AAL,2019-01-03,129.95074402388826,188.90301134215196,-58.952267318263694,30987.435533228814,107.00041215553368,343.13709621909186,0.0005296114913263396,2338
AAL,2019-01-04,-215.72339146172163,-132.60618326255533,-83.1172081991663,30196.984646432174,206.85412353198896,623.7015432000776,0.0008641963166640981,2324
AAL,2019-01-07,-154.22704564177013,-186.91238342116532,32.685337779395184,28758.53214119174,357.3058535918317,780.1809992291845,0.0007050604179448727,2335
AAL,2019-01-08,625.1749006820012,463.0457664766784,162.12913420532277,27122.561018990596,649.3050276704297,933.9947257390681,0.0006800432210773232,2333
AAL,2019-01-09,-316.27064480185203,-285.95192697936056,-30.318717822491465,296.89927709744165,540.5916307986856,581.3940659047429,0.00013672903731121923,58
AAL,2019-01-10,-1140.5610523106918,-1080.0242928819748,-60.536759428717005,27146.6051024696,693.3024818807444,990.2788081461583,0.0008198885767776697,2339
AAL,2019-01-11,24.099914933969586,93.08082930560248,-68.98091437163289,26212.787409632794,469.54326075524455,690.0364738454039,0.0007553157288666405,2330
AAL,2019-01-14,-57.08629820785352,29.581999301503153,-86.66829750935668,25338.078529548944,226.3054333997538,637.4124784665778,0.0013516738202303585,2338
AAL,2019-01-15,-131.76764588338003,12.135276185996638,-143.90292206937667,24854.40113536353,209.95776819452473,650.1753319070785,0.0010422716386137528,2339
AAL,2019-01-16,-74.30559105374694,-167.53077304639635,93.22518199264941,25123.24946150572,396.33850559245576,592.8905090126141,0.0007199096995680343,2334
AAL,2019-01-17,14.928138812251937,31.92351333805237,-16.995374525800433,24419.490722258422,126.38610239887383,341.0209622313622,0.0009529077330203446,2335
AAL,2019-01-18,56.65292020244496,8.416048346782787,48.23687185566217,24045.617981951953,242.9200189544041,579.9055261544611,0.001008648001705263,2338
AAL,2019-01-22,37.353115370529636,245.57625788703848,-208.22314251650886,24205.36981394734,115.3413113721359,352.59420582114905,0.0008048557612973468,2337
AAL,2019-01-23,-462.030764207587,-352.06777192022633,-109.96299228736069,25071.756103382242,280.55971595759684,569.8444400670687,0.0006673248890478843,2340
AAL,2019-01-24,-32.61333737957392,-182.9204018330189,150.30706445344498,25567.447955044117,150.16199734094366,366.10518378268563,0.0005506097923500407,2336
AAL,2019-01-25,267.32690150390306,485.9958611614544,-218.66895965755134,26196.441037305296,286.24583380209947,692.6371065204332,0.0008619606606108689,2333
AAL,2019-01-28,243.63143890434424,134.54425310782102,109.08718579652322,26908.20111200684,87.36826252152446,231.290438418498,0.00059736060587821,2340
AAL,2019-01-29,110.01941351963303,54.12499967232186,55.89441384731117,26692.645621327498,204.54360671607736,603.4301764148302,0.0009003276556395471,2338
AAL,2019-01-30,82.32210713369714,-52.98805550541772,135.31016263911488,26711.70207195228,440.6059772593496,864.0580658422903,0.0007380175852875106,2340
AAL,2019-01-31,50.929529120127896,123.82512184604175,-72.89559272591386,27224.0494335109,271.9927250230194,600.2562131068677,0.0007559846419040077,2338
AAL,2019-02-01,-78.63808278007264,41.68851254682579,-120.32659532689843,25905.11330253622,785.1180529098286,1070.4473881246288,0.0007443835207658577,2330
AAL,2019-02-04,-418.14654735216675,-304.2396163164628,-113.90693103570396,25293.360034944897,794.3486166244054,1071.6500336878696,0.0006260215205879355,2322
AAL,2019-02-05,-30.76825938365424,129.38821787265806,-160.15647725631231,25228.748469060818,686.2729910358947,1144.014998034253,0.0007694680180528447,2329
AAL,2019-02-06,31.456337261476435,-138.79995778060518,170.2562950420816,24882.915243714873,1036.4652135989786,1420.96984691679,0.0008625876595552513,2323
AAL,2019-02-07,397.52742298895873,108.11680634265818,289.4106166463006,26243.204557650395,929.6486886991818,1171.2308488616936,0.00037874837666263184,2338
AAL,2019-02-08,-52.1493313372321,-294.7517512363663,242.60241989913422,24507.796314720094,995.3642180685338,1366.8811446591976,0.0005906171356378943,2332
AAL,2019-02-11,-654.6666158350617,-550.3287523500367,-104.33786348502508,24402.580278123933,1245.304539120768,1622.676760040003,0.0006124393947462963,2336
AAL,2019-02-12,1037.2005700086718,798.6316238416821,238.5689461669897,25037.57375269241,907.6219672780272,1154.5115304504648,0.0004037475798919633,2337
AAL,2019-02-13,-314.3976025041861,-416.7303692772084,102.33276677302229,25012.956397479553,926.9310658740922,1216.7944166321597,0.0004865705927459286,2337
AAL,2019-02-14,-207.94259510528173,-300.37589692031287,92.43330181503114,24503.71247559329,1090.8621478535317,1470.7521291459102,0.0005524237883087613,2333
AAL,2019-02-15,1531.3749974219554,748.5184963719362,782.8565010500192,25650.47537766586,1146.2987087819167,1432.3037470357856,0.00047714409360273373,2335
