,value
strategy,sens_H_30
n_days,250
n_stockdays,4902
total_pnl_sim,205883.04929405457
total_pnl_mid,220655.42797253822
total_impact_cost,14772.378678483681
mean_daily_pnl_sim,823.5321971762182
std_daily_pnl_sim,2503.7006503882562
sharpe_sim,5.221538102116961
sharpe_mid,6.243310634902491
max_drawdown,-16940.985695897107
max_impact_dislocation,0.00010914346411681264
win_rate,0.664
total_turnover,166371973.4128184
