stock,date,net_pnl,gross_pnl,impact_cost,turnover,gross_notional,predicted_alpha,realised_alpha
AAL,2019-01-02,-54.450925871587685,41.843720127551094,96.29464599913878,14358.773659890747,463358.91178836086,2860.5452732146905,41.84372012754602
AAL,2019-01-03,195.52347606990685,184.7333106537995,-10.790165416107357,29446.22670068493,882044.5661657001,5982.3614205885315,184.73331065378537
AAL,2019-01-04,-203.6062875731875,-245.9911069708288,-42.38481939764131,28590.201691944494,905711.32868317,5899.495708391388,-245.9911069707936
AAL,2019-01-07,156.31158505796358,113.75550503538,-42.556080022583586,27486.79071136621,904772.6495353458,5555.587003524696,113.7555050353801
AAL,2019-01-08,135.7698876589048,183.24539906739997,47.47551140849518,25919.084539101186,846561.1218331337,5318.112965944337,183.24539906743945
AAL,2019-01-09,6.938602936054893,6.115279728645746,-0.823323207409147,268.1241283154193,8735.629196284195,58.56838091394422,6.115279728646003
AAL,2019-01-10,-237.81534557314686,-395.52658702921474,-157.71124145606788,25485.525822403622,796050.5235965657,5188.081410204571,-395.5265870291984
AAL,2019-01-11,59.48540100164152,17.19359467958739,-42.29180632205413,24803.589511823928,784672.5329970554,5136.643453009043,17.193594679584308
AAL,2019-01-14,339.01111735081747,74.67155153497039,-264.3395658158471,24109.56355319899,762429.5816454679,4866.102567306269,74.67155153501051
AAL,2019-01-15,-21.54079304001217,-60.01736424214082,-38.47657120212865,23619.201010169978,758331.5295000141,4972.405341707449,-60.017364242126234
AAL,2019-01-16,167.81542890236057,-95.15985654066318,-262.9752854430237,23778.028566372544,789780.048186222,4738.235784023331,-95.15985654065354
AAL,2019-01-17,147.91695956658043,104.97379813245647,-42.943161434123965,23024.943089019805,766428.9704336489,4680.29541258557,104.97379813248234
AAL,2019-01-18,159.46792844621737,37.73954589678905,-121.72838254942832,22765.74711486489,769960.3776666607,4738.270946190281,37.73954589678511
AAL,2019-01-22,270.17940688618074,60.46002614173467,-209.71938074444608,22704.209246512095,752231.3313639539,4761.142515712423,60.460026141735206
AAL,2019-01-23,-101.29016835236612,-180.6113137262127,-79.32114537384658,23754.894963963427,765726.3180492853,4896.881581589936,-180.6113137262199
AAL,2019-01-24,98.96023577006896,94.76319522046035,-4.197040549608616,24124.750858868716,803497.1016273886,4888.3899603059,94.76319522047962
AAL,2019-01-25,29.93105600625335,50.907002996569005,20.975946990315656,24805.384689907027,869911.1608699977,5130.467364497161,50.90700299657905
AAL,2019-01-28,-6.37962982316235,-96.97717569343885,-90.5975458702765,25335.90300755832,916190.6589373823,5274.714329950026,-96.9771756934401
AAL,2019-01-29,-12.493994003664099,63.667935844918745,76.16192984858284,25305.271025096146,924108.544184443,5180.115120668983,63.66793584492251
AAL,2019-01-30,27.32135565637539,42.81018627870236,15.488830622326972,25137.195107469277,915497.5574201691,5108.448515177759,42.810186278673655
AAL,2019-01-31,-132.69126305478025,-68.49310687591925,64.198156178861,25788.652053890663,930446.425969171,5115.475619258891,-68.49310687593164
