stock,date,pnl_mid,pnl_sim,impact_cost,turnover,abs_position_mean,abs_position_max,max_impact_dislocation,n_bins
AAL,2019-01-02,18.021450290342877,-39.808300531774584,57.82975082211746,7177.780203283306,32.265881492481014,133.403220850239,1.2086069381308644e-05,2339
AAL,2019-01-03,83.73179886978507,75.82180474812908,7.909994121655984,14719.050582949265,54.88018019149433,179.8638718722693,1.204442077456145e-05,2338
AAL,2019-01-04,-128.53011970233024,-66.02854828144444,-62.501571420885796,14299.304824991304,121.70470811293872,345.98049588932923,2.1158721598378696e-05,2324
AAL,2019-01-07,43.30958389562299,82.47293659709446,-39.16335270147147,13744.201733919499,80.8486807865641,299.04878659852204,1.779616255808766e-05,2335
AAL,2019-01-08,126.56043545036499,50.27554834092967,76.28488710943532,12958.4319544711,133.50161473847785,305.1675366433517,1.578651796712177e-05,2333
AAL,2019-01-09,3.0888193197592653,3.480409249895749,-0.3915899301364836,133.9908021776063,6.662848830937688,11.889025796627886,1.3993379479095433e-06,58
AAL,2019-01-10,-299.939484618351,-151.08199495606132,-148.85748966228968,12744.608836469015,149.50234023009978,336.4423693345099,2.2118241538565933e-05,2339
AAL,2019-01-11,-2.046140928573683,25.768354581899757,-27.814495510473442,12398.230138575876,78.67160715813039,179.49147365827034,1.3395303641559128e-05,2330
AAL,2019-01-14,45.87397660494449,311.1876375384994,-265.31366093355496,12061.05496676224,203.26522642965233,419.43326328730944,2.8497130870148958e-05,2338
AAL,2019-01-15,-29.070587244035462,-22.95301845879179,-6.117568785243673,11817.490712162233,179.08003465212707,394.3117751360025,2.4188582495158197e-05,2339
AAL,2019-01-16,-57.751458622599706,125.62626343284357,-183.3777220554433,11887.18990600181,49.76278934527941,202.7073760708125,1.5083944344559334e-05,2334
AAL,2019-01-17,77.92259955992304,82.6767504637049,-4.754150903781863,11513.823568599344,120.62926838198591,300.1239324398,1.999601783627836e-05,2335
AAL,2019-01-18,26.032870378605672,100.47714299800504,-74.44427261939936,11386.317004296438,128.69699152946046,268.7265273204332,2.2493363668940126e-05,2338
AAL,2019-01-22,47.704666720445225,187.35771067801903,-139.6530439575738,11350.895202499702,67.81663315367788,197.0152427935266,1.5785577268501086e-05,2337
AAL,2019-01-23,-120.89334882693119,-57.44817888081202,-63.445169946119165,11874.65796100496,72.20594274158218,223.6283174340501,1.5584925895024413e-05,2340
AAL,2019-01-24,36.538225588610956,56.37303100949521,-19.83480542088425,12058.7282913412,70.31208248698627,198.01901427630355,1.115613838233194e-05,2336
AAL,2019-01-25,22.945438552178054,59.10856429987925,-36.163125747701194,12401.015139639083,65.67062103685248,241.36927121392193,1.787757329780435e-05,2333
AAL,2019-01-28,-79.30742646862966,51.96947031828399,-131.27689678691365,12665.532714795143,116.84087617592881,277.5572579190348,1.3442740517437733e-05,2340
AAL,2019-01-29,49.32845841296983,-10.079502119345094,59.407960532314924,12653.3469425295,75.1281326511096,251.49358299107917,1.7804371364308944e-05,2338
AAL,2019-01-30,13.094960772030062,-26.30828359807123,39.40324437010129,12573.31313895743,112.87067004687242,308.7040889268859,1.4941569151507885e-05,2340
AAL,2019-01-31,-69.66679157698066,-109.17580126878146,39.5090096918008,12895.404963330795,82.4837807275904,284.8030656974336,1.6244380657949886e-05,2338
AAL,2019-02-01,28.472577458259167,75.03702840795279,-46.56445094969362,12261.214796802797,184.32141595371803,323.1309326852971,1.5151962971376926e-05,2330
AAL,2019-02-04,1.2608766475906679,-44.82698758391682,46.08786423150749,11969.971912288755,69.78499822426483,204.7320349627246,1.19248304144482e-05,2322
AAL,2019-02-05,32.7479483066655,8.54966118371981,24.19828712294569,11903.957788550179,95.3734598180291,259.4011747958601,1.5309334857682146e-05,2329
AAL,2019-02-06,27.58648910201746,-105.00313342097255,132.58962252299,11835.628001743313,134.917174020429,299.71304495747637,2.0557043067836074e-05,2323
AAL,2019-02-07,33.82542201099506,-6.078699842141752,39.904121853136814,12535.254186001574,45.701586867185235,148.46741203067214,8.612802020672861e-06,2338
AAL,2019-02-08,31.640765862829557,-79.41046968088105,111.0512355437106,11755.370174668604,88.84909186821395,262.77634307594053,1.4054475343720573e-05,2332
AAL,2019-02-11,-32.46158459816711,-15.454970975745782,-17.006613622421327,11738.308639701645,79.70749267560217,238.16466553137718,1.2560356911199068e-05,2336
AAL,2019-02-12,-104.1952651330636,2.861053550338484,-107.05631868340208,12074.376542003334,105.03774907229734,242.3976893620858,1.0752826799349071e-05,2337
AAL,2019-02-13,10.175731596474538,38.61029503654745,-28.43456344007291,12027.71917120659,94.70045881371662,214.88103118836355,9.922709592658449e-06,2337
AAL,2019-02-14,-2.896874619902335,-103.49523875298587,100.59836413308354,11788.441201940328,123.97654565972675,315.91399140973675,1.3671899739032834e-05,2333
AAL,2019-02-15,213.2446576269337,18.063688421197142,195.18096920573657,12405.320017717546,135.46355991154203,290.56392165177533,1.0396107740730734e-05,2335
AAL,2019-02-19,64.01277950308622,7.439893294125097,56.57288620896112,12523.196633721847,61.500588462550354,216.8902662203266,8.280686244653336e-06,2337
AAL,2019-02-20,8.610834383916098,43.98767175774599,-35.37683737382989,12490.759171469586,47.3408546813994,181.44592707804262,7.986913227342827e-06,2337
