stock,date,net_pnl,gross_pnl,impact_cost,turnover,gross_notional,predicted_alpha,realised_alpha
AAL,2019-01-02,-39.81810460793427,68.96029816079479,108.77840276872907,15751.932541855798,508337.6910947215,1633.9626657055298,68.96029816078956
AAL,2019-01-03,397.63794420215277,351.9572688479633,-45.680675354189475,31964.164709160017,957473.884798264,3431.1627481529295,351.9572688479428
AAL,2019-01-04,-188.21603082391823,-237.1826458211471,-48.966614997228874,31050.89485210064,983612.5446539959,3345.387763162852,-237.18264582110845
AAL,2019-01-07,249.8639283684201,239.30881695878685,-10.555111409633241,29640.356655513875,975704.155950595,3166.9321958664286,239.30881695878463
AAL,2019-01-08,155.11903475016658,201.7091785017024,46.590143751535834,28141.81955794602,919124.9402405979,3028.097003770409,201.70917850174146
AAL,2019-01-09,10.710718933577231,10.807503326225492,0.09678439264826011,282.24004101629544,9196.124898824291,37.011723771239794,10.807503326225843
AAL,2019-01-10,-183.2805141619101,-338.4318542560647,-155.1513400941546,27129.94933631541,847409.6613559918,2958.986144803101,-338.4318542560462
AAL,2019-01-11,81.07706401238684,44.44535979812362,-36.63170421426322,26566.680691506088,840457.872558157,2911.19970015603,44.44535979811966
AAL,2019-01-14,383.9492357769936,134.38671562383504,-249.56252015315854,25689.588171430383,812404.6629912273,2747.1721073349163,134.3867156238743
AAL,2019-01-15,-5.550334810841548,-39.20004890413041,-33.649714093288864,25477.525795182206,817993.727324354,2827.6616051907113,-39.20004890411634
AAL,2019-01-16,181.9665012649893,-83.14697575097375,-265.11347701596304,25284.526008048506,839817.9591116505,2681.7943071210934,-83.14697575096268
AAL,2019-01-17,176.3480237603319,113.37318085303424,-62.974842907297656,24627.31831281381,819766.5717439277,2645.005250266788,113.37318085305094
AAL,2019-01-18,193.9940570906268,73.81545788902814,-120.17859920159866,24473.66600543735,827735.3857254821,2674.3167875511535,73.81545788902547
AAL,2019-01-22,284.7584775307538,69.21834111255023,-215.54013641820356,24477.67876487688,810986.1433797054,2707.2953982165336,69.2183411125515
AAL,2019-01-23,-68.10212658036998,-118.88028742544822,-50.77816084507823,25670.976033278173,827482.4961377397,2780.345821966733,-118.88028742545649
AAL,2019-01-24,156.29035628762256,148.25336810667835,-8.036988180944206,25965.761291328447,864772.5732873662,2789.946579923253,148.25336810669813
AAL,2019-01-25,124.10864042066254,144.56549816129288,20.45685774063034,26537.0504691589,930682.772101213,2927.068608503117,144.56549816129808
AAL,2019-01-28,46.60144314331811,-36.52259015039944,-83.12403329371755,27128.66594953741,981008.1765500021,2988.8348554576824,-36.52259015039917
AAL,2019-01-29,12.074537063738468,66.67582284549653,54.60128578175806,27108.86319078308,989968.2046291109,2934.9151913253972,66.67582284549762
AAL,2019-01-30,75.27082433694657,79.46550653687197,4.194682199925396,26995.214864399764,983178.5813121651,2902.6216950107605,79.4655065368466
AAL,2019-01-31,-113.50632015583528,-47.02400396444084,66.48231619139445,27532.7567811243,993320.4486596328,2885.3876712049832,-47.02400396445333
AAL,2019-02-01,137.87970504027624,23.025647221493372,-114.85405781878286,26382.900490055617,957421.5512852992,2858.329403646981,23.0256472215258
AAL,2019-02-04,-36.2223836309947,6.39782540012218,42.62020903111688,25741.715900529656,943177.8808344691,2704.1158580689,6.3978254001315715
AAL,2019-02-05,22.373372948892133,77.88709826711477,55.51372531822263,25494.473020058856,941863.9502068376,2696.8391967481257,77.88709826713641
AAL,2019-02-06,-67.00817162949627,41.741970389691296,108.75014201918756,25546.73488617754,940443.248644266,2720.197877369544,41.74197038967726
