,value
strategy,afs_daily
n_days,250
n_stockdays,4902
total_pnl_sim,29528.624838506836
total_pnl_mid,119186.64694921151
total_impact_cost,89658.02211070468
mean_daily_pnl_sim,118.11449935402734
std_daily_pnl_sim,2017.9968109816439
sharpe_sim,0.929143960449494
sharpe_mid,5.013161080261312
max_drawdown,-21785.84668415897
max_impact_dislocation,0.002012244500596467
win_rate,0.548
total_turnover,86528734.2055405
