stock,date,pnl_mid,pnl_sim,impact_cost,turnover,abs_position_mean,abs_position_max,max_impact_dislocation,n_bins
AAL,2019-01-02,18.185538983502,-80.7665956132805,98.9521345967825,16366.807079262231,58.55267638457788,251.90594192245257,1.9870619034364897e-05,2339
AAL,2019-01-03,66.7485967980448,83.5157451660768,-16.767148368031997,33562.66810355244,116.42265758645199,388.24451021545053,2.449376698911522e-05,2338
AAL,2019-01-04,-276.18825123097224,-267.84774577486985,-8.340505456102392,32582.767200629034,224.75627060323035,684.7563991974707,3.299659854930053e-05,2324
AAL,2019-01-07,42.353791617982964,109.4018086210285,-67.04801700304553,31329.775314128063,153.64182467246397,558.3674861637846,2.856554568364893e-05,2335
AAL,2019-01-08,184.326420934503,133.27665975255633,51.04976118194668,29544.36683855177,182.88026353421378,504.69763059475474,2.7976395360179312e-05,2333
AAL,2019-01-09,1.7607565585888068,2.593807190776814,-0.8330506321880071,244.1352339395567,11.615883303489909,22.77153856741124,2.70515209062139e-06,58
AAL,2019-01-10,-504.25431517342935,-335.810525552278,-168.44378962115132,29048.437152571118,217.8326249805495,544.4035428235102,3.922916535016273e-05,2339
AAL,2019-01-11,-8.791909661749122,43.87709617850376,-52.669005840252886,28270.974678512375,124.18828975246345,334.76591950596304,2.9215025628197488e-05,2330
AAL,2019-01-14,81.52968970992765,351.33106093513993,-269.8013712252123,27477.226814898302,264.53421495687195,646.9023460913795,4.772600079451922e-05,2338
AAL,2019-01-15,-114.20510863684618,-64.00870182454457,-50.1964068123016,26916.375615166467,253.23075150645727,603.1978847357119,4.946252623453988e-05,2339
AAL,2019-01-16,-106.10114455865815,150.80796075358543,-256.9091053122436,27103.760473655842,91.48484453965078,364.0637586056894,2.5218316691331564e-05,2334
AAL,2019-01-17,70.95481633178363,140.40635627393416,-69.45153994215053,26242.291224454304,173.50602427818794,492.7682342636107,3.1063830195994026e-05,2335
AAL,2019-01-18,37.82292827681853,164.48528015450253,-126.662351877684,25947.024020958303,172.54220507774156,528.6330231573602,3.741669501723476e-05,2338
AAL,2019-01-22,38.54273453600336,260.28388835254066,-221.7411538165373,25878.22126480177,126.43045678012103,390.86712704560153,2.8461512177484087e-05,2337
AAL,2019-01-23,-217.64671309454752,-150.53080324956127,-67.11590984498625,27076.41155475023,108.83142804718238,400.38968366866703,2.2766494111230642e-05,2340
AAL,2019-01-24,58.99324663169918,63.263272098843785,-4.270025467144606,27497.94752324138,92.94530255838717,324.38996441856017,1.7020622880505197e-05,2336
AAL,2019-01-25,28.76118627118904,-12.921521915755939,41.68270818694498,28272.01987140484,120.89113200997477,476.2106379037308,3.0622499599259036e-05,2333
AAL,2019-01-28,-92.66474622912594,-23.00459095327663,-69.6601552758493,28878.736863297705,163.05714383501567,426.3359666208886,2.2372929400923526e-05,2340
AAL,2019-01-29,57.18580448891339,-49.91648138087551,107.1022858697889,28841.060922904704,142.9630150063698,497.9671055597036,3.0611036832645904e-05,2338
AAL,2019-01-30,-2.81586953330126,9.004245095830647,-11.820114629131908,28648.120255121994,199.95214518126122,472.2228528218625,3.212900776387806e-05,2340
AAL,2019-01-31,-73.61716501960488,-125.2791774221461,51.66201240254122,29391.532848159724,153.17590921203035,491.5398352102099,2.2819067904508262e-05,2338
AAL,2019-02-01,0.24304572405122826,85.89947697018124,-85.65643124613001,27947.23544104495,243.460566526219,492.72232760071745,2.1547258055454693e-05,2330
AAL,2019-02-04,4.468221826398789,-37.041224072096156,41.509445898494945,27293.78346402374,119.12158708551881,384.88123271656906,2.7265767889134603e-05,2322
AAL,2019-02-05,73.3462366799688,43.00767110219115,30.338565577777644,27134.404530709195,150.39856605074138,438.70180338376116,3.1980877952388255e-05,2329
AAL,2019-02-06,3.6558291602237603,-115.9614611258412,119.61729028606496,26969.524439337227,223.2773112440358,525.1461685682165,4.297338098567289e-05,2323
AAL,2019-02-07,81.06902540175963,20.051972398163258,61.017053003596374,28586.812061977944,84.23037184290192,312.38926084237676,1.6465186045332066e-05,2338
AAL,2019-02-08,25.268631856949764,-92.56361848924807,117.83225034619784,26791.077106533725,167.76567887958427,494.6078491909035,2.0927614522468043e-05,2332
AAL,2019-02-11,-53.24185917336179,-6.992826491900576,-46.249032681461216,26753.946149531475,149.53474339659246,468.4458177388604,2.376552948722465e-05,2336
AAL,2019-02-12,-108.14449439439841,30.04450478442764,-138.18899917882604,27527.622840400152,149.10171045718678,418.7921486766197,1.7006794997101156e-05,2337
AAL,2019-02-13,-18.201505256263594,17.776428347647997,-35.977933603911595,27424.874995804068,125.02139935041166,395.4626627854298,1.7207131283044938e-05,2337
AAL,2019-02-14,-4.560722555624235,-119.44634731825697,114.88562476263273,26854.166274909156,204.56654636758685,511.58692154737145,1.9574813286938618e-05,2333
AAL,2019-02-15,290.3043808473525,75.47136226232783,214.83301858502466,28280.908540083678,191.6950201258707,479.4050719876257,1.4543547112868437e-05,2335
AAL,2019-02-19,92.7869847968829,36.763719155036135,56.02326564184677,28557.80256482572,101.30226160790636,373.5256966301318,1.224062834795462e-05,2337
AAL,2019-02-20,18.949354774687496,59.60831198094898,-40.65895720626149,28482.52699589041,93.6207126669729,354.76453662589694,1.671420290581654e-05,2337
AAL,2019-02-21,-110.76909833035265,10.654714156545353,-121.423812486898,27678.51867315908,269.70565571652816,737.9494093181278,2.4131296864172594e-05,2340
AAL,2019-02-22,-2.720998387095247,-34.82965430062153,32.10865591352628,27035.703111352814,96.9447941639882,381.8765640365042,1.4514115434521303e-05,2333
AAL,2019-02-25,61.41756859095382,88.46351137257341,-27.045942781619587,25999.190568793652,128.2282902166723,598.8480327921848,2.572682289366565e-05,2337
AAL,2019-02-26,47.51775640270222,-54.805675027095596,102.32343142979781,24873.673223845843,122.15281462319929,408.0982858996386,1.3933260905093725e-05,2330
AAL,2019-02-27,-37.82831501986112,-100.94960522843044,63.12129020856932,25081.77714958912,163.90573859569938,433.09699092739055,1.9438582596184605e-05,2337
AAL,2019-02-28,-20.174273020361607,26.02419338009641,-46.19846640045802,24449.606279928925,118.29231402522649,356.9639972010233,1.3759888974590374e-05,2330
AAL,2019-03-01,18.860299080451018,-16.01860408687574,34.878903167326754,24525.721849857022,153.0829168830336,434.9145975733265,1.2560376283949403e-05,2333
AAL,2019-03-04,184.66097198786724,167.73843333987955,16.922538647987693,24397.11514624177,171.4288212041322,617.9156984650227,1.61442941227031e-05,2339
AAL,2019-03-05,-11.241975911803125,0.013436755264258693,-11.255412667067384,24712.09832733942,116.77694229899875,295.5530210563834,1.5444496909220907e-05,2333
AAL,2019-03-06,102.5665486912859,78.91554515977545,23.651003531510455,24715.243461708655,122.32795610372385,457.34341748522763,1.6717360137704417e-05,2338
AAL,2019-03-07,-21.508816987467306,6.271074946578594,-27.7798919340459,25082.145604823796,142.9222569310799,412.8243142394581,1.4926456655953752e-05,2336
AAL,2019-03-08,20.513246799935274,16.731194764609583,3.782052035325691,23625.715412054662,109.03433640552187,318.06978139262293,1.1961529010031787e-05,2240
AAL,2019-03-11,50.356684379343235,44.1192883963532,6.237395982990037,24580.72234817008,64.54597576856446,228.20377349011096,1.025516583511544e-05,2335
AAL,2019-03-12,74.84606327398022,81.05314520072804,-6.207081926747819,25173.72089870561,151.29441066285483,391.21150175754684,2.0321062602609427e-05,2337
AAL,2019-03-13,-13.494795097901928,-35.876542535074485,22.381747437172557,25074.38695349979,127.98747340639774,340.34195855260026,1.5430153828675028e-05,2339
AAL,2019-03-14,-51.67508192672667,2.107622993668432,-53.782704920395105,24847.72903958464,90.65176228754805,277.59501063436693,1.5734503938627354e-05,2334
AAL,2019-03-15,-55.53669386490884,-52.03415164034523,-3.502542224563612,24953.508132267376,90.38243636166538,349.6862615472615,1.645139995576697e-05,2334
AAL,2019-03-18,41.8734965026287,93.04974075566201,-51.17624425303332,23484.785714316557,122.68788084637144,364.69068799234793,1.559453848202255e-05,2326
AAL,2019-03-19,-73.94971745881399,-70.93934130281289,-3.010376156001101,23430.13984782125,106.15658889326612,307.00626057170746,1.6853537492240297e-05,2334
AAL,2019-03-20,46.72619622076799,5.409502757150873,41.31669346361711,23047.186099780112,96.14731554598771,291.4463260083114,1.5495232763956106e-05,2338
AAL,2019-03-21,-19.831594628465574,-11.137194046738895,-8.69440058172668,22757.71777696623,74.53499165305561,245.08500914503549,1.4053430140611783e-05,2338
AAL,2019-03-22,87.09884436674415,-38.2025316501087,125.30137601685286,23028.480726475467,117.0451417472115,330.2071892562658,1.6982393125370152e-05,2339
AAL,2019-03-25,83.49764504292621,70.72230490500698,12.77534013791923,22897.367146069682,77.50352859424225,246.85863652708522,1.8312332565259602e-05,2339
AAL,2019-03-26,36.050772904811225,-10.82649871799472,46.87727162280595,22380.94139828071,103.7933093187494,374.0012546769282,1.851689122372379e-05,2331
AAL,2019-03-27,-37.88378111231099,14.348057554800675,-52.23183866711167,22568.388367719337,79.01633039234325,248.73530962970722,1.2802126547214958e-05,2338
AAL,2019-03-28,-116.02398327313118,-232.27446303777916,116.25047976464798,22463.086895155848,98.90147693885238,339.64501388741184,1.7446533829054236e-05,2333
AAL,2019-03-29,25.96654069518501,-10.963561685594831,36.93010238077984,22461.162085130807,70.3869309010656,199.2884504755099,1.0348582907347822e-05,2337
AAL,2019-04-01,27.369936940533307,-20.058651986185048,47.428588926718355,22520.473692911488,113.40457895179604,370.76699074622906,1.707694913808673e-05,2339
AAL,2019-04-02,-65.2306382572659,-35.793661374566256,-29.43697688269964,22680.127981636717,146.2724718751811,399.4533175133828,2.125778337947217e-05,2338
AAL,2019-04-03,-45.01716902615463,54.89033292516942,-99.90750195132405,22986.390015727833,139.0373097010257,392.9078622059697,2.0207571239067856e-05,2339
AAL,2019-04-04,-75.87222503652949,-85.53220179949813,9.65997676296864,22654.011319131532,128.93120730003974,454.14520788215555,1.9125059113593788e-05,2331
AAL,2019-04-05,15.021409233991948,6.063452623697923,8.957956610294024,22826.692050332764,100.37495801692285,312.8679825454652,1.833330678459038e-05,2335
AAL,2019-04-08,-12.060521706687595,-16.823853759528518,4.763332052840923,22998.03288597318,193.02937075398532,493.0505248002585,1.9023390312008416e-05,2330
AAL,2019-04-09,12.368299362932177,-8.288342951693917,20.656642314626094,22641.435844226085,113.71267196991991,328.828401407139,1.6951023288168236e-05,2338
AAL,2019-04-10,-49.351601958168466,-31.839420525620998,-17.512181432547468,22406.07479264222,95.92039316130042,311.5292516435374,1.548326212805346e-05,2333
AAL,2019-04-11,-62.643669020800175,6.788216222147252,-69.43188524294743,22577.74271832285,89.78887682442775,293.77206019270625,1.5482917226899585e-05,2335
AAL,2019-04-12,-17.218589746432656,5.523777418209196,-22.742367164641852,22292.944770510636,97.14692636505528,247.32132796411346,1.3028413949813654e-05,2319
AAL,2019-04-15,25.204454338824988,49.105770207942605,-23.901315869117617,22457.97983438536,93.02497124823623,300.7176064352082,1.3448227539751205e-05,2317
AAL,2019-04-16,88.55619080798279,66.13375016784657,22.422440640136216,21976.734629394305,126.61193347822042,350.7356087299783,1.729753536977232e-05,2321
AAL,2019-04-17,70.80788151692684,-14.331809479518956,85.1396909964458,21611.85198052329,115.68603297666182,391.40712469265736,1.5041242107719347e-05,2314
AAL,2019-04-18,11.150821511786432,-1.3867430762963142,12.537564588082747,21241.08435991848,70.92650624715942,235.0891679200373,1.4457596286566555e-05,2308
AAL,2019-04-22,49.78692550438136,40.37992486862137,9.407000635759985,20454.02175335808,103.6086350366896,264.4652334029409,1.6760232617655375e-05,2314
AAL,2019-04-23,-71.83098491918878,-32.347397244041815,-39.483587675146964,20351.04415058934,129.21593224791127,467.86041735331946,2.067860437930172e-05,2315
AAL,2019-04-24,6.373625837712719,38.5603357612642,-32.186709923551476,19738.266682819987,94.35109267051809,262.07644513597904,1.3510869481655712e-05,2278
AAL,2019-04-25,-64.17678835808532,-40.14717447456562,-24.0296138835197,20114.91631307585,98.47978921635809,268.5761989791519,1.1892928509339501e-05,2328
AAL,2019-04-26,-99.66727907574875,-54.36819118715564,-45.299087888593114,19947.44608038655,87.80894825208712,267.8530026213823,1.6644656334291056e-05,2294
AAL,2019-04-29,-66.74570583524147,-34.01980176586014,-32.72590406938133,20016.496858050865,85.30802911430844,223.5829815739426,1.543977254352884e-05,2333
AAL,2019-04-30,-83.36466567079829,-48.22040675060817,-35.14425892019012,19369.31007573882,71.3327341319553,266.95725371027146,1.5926570925569163e-05,2314
